t,O,R,I,S,demand
88,0.9283471269916412,0.7250049970359619,0.26260854391784105,0.9999999964705881,0.07165287300835876
89,0.9273267555459922,0.7135355884135823,0.322847597056941,0.9999999964705881,0.07267324445400782
90,0.8835486035922931,0.6964572720096937,0.36723726733671247,0.9999999964705881,0.11645139640770688
91,0.8915525846018573,0.6817782362318019,0.41057303724412014,0.9999999964705881,0.10844741539814269
92,0.8511343638783764,0.6626165568284801,0.4337213650005048,0.9999999964705881,0.14886563612162365
93,0.833530503365868,0.6420617309167369,0.4429982654817692,0.9999999964705881,0.166469496634132
94,0.8677578250156717,0.6271572853562117,0.4599147552474513,0.9999999964705881,0.13224217498432833
95,0.8478294124238768,0.6106067143400717,0.4777526980620469,0.9999999964705881,0.15217058757612317
96,0.8180894378593475,0.5913028617753355,0.5076005227718594,0.9999999964705881,0.18191056214065254
97,0.803321663745943,0.5712758768823358,0.5354634210527713,0.9999999964705881,0.19667833625405695
98,0.7776026513808628,0.5493613430425905,0.5631386885323135,0.9999999964705881,0.22239734861913715
99,0.7411125117664641,0.523520997624778,0.6146502224481285,0.9999999964705881,0.25888748823353597
100,0.7626755833337232,0.5021963037490864,0.6662195108018459,0.9999999964705881,0.23732441666627682
101,0.6582525258215106,0.4675910455218395,0.7112531012025739,0.9999999964705881,0.3417474741784894
102,0.6498521252220892,0.4341650741960258,0.7583436748082685,0.9999999964705881,0.3501478747779108
103,0.6106040043659673,0.39719207478190155,0.806180783529894,0.9999999964705881,0.38939599563403265
104,0.6821367079475213,0.37246447910758085,0.8580137132360754,0.9999999964705881,0.3178632920524786
105,0.634774389402657,0.3433310001695704,0.9008276541323395,0.9999999964705881,0.36522561059734304
106,0.6006622094135443,0.3113564700015409,0.9450652520308597,0.9999999964705881,0.39933779058645574
107,0.6264634712144361,0.2845986583812,0.9653962169669631,0.9999999964705881,0.3735365287855639
108,0.5941421538571838,0.25544792025987284,0.9819425438954057,0.9999999964705881,0.4058578461428161
109,0.5699659262378651,0.2261110142390892,1.0,0.9999999964705881,0.4300340737621348
110,0.5230224973114538,0.19351386649328983,1.0,0.9999999964705881,0.4769775026885462
111,0.4891889695200403,0.1593923727387344,1.0,0.9999999964705881,0.5108110304799597
112,0.513647058080335,0.13235153124209642,1.0,0.9999999964705881,0.4863529419196651
113,0.5101449992856579,0.10888390245288793,1.0,0.9999999964705881,0.489855000714342
114,0.5871177541921765,0.09441693989485689,1.0,0.9999999964705881,0.4128822458078235
115,0.5851493278017178,0.08150546515837531,1.0,0.9999999964705881,0.4148506721982822
116,0.6078337297988412,0.07468405447251714,1.0,0.9999999964705881,0.39216627020115874
117,0.557797956639363,0.06729921189020249,1.0,0.9999999964705881,0.44220204336063695
118,0.49519964103834124,0.056077963165587,1.0,0.9999999964705881,0.5048003589616588
119,0.46478453234674855,0.0414423004660569,1.0,0.9999999964705881,0.5352154676532515
120,0.5487903093833524,0.04012669006241876,1.0,0.9999999964705881,0.4512096906166477
121,0.523898338593294,0.034911444436644956,1.0,0.9999999964705881,0.47610166140670596
122,0.5736229475549675,0.036454571210192355,1.0,0.9999999964705881,0.4263770524450325
123,0.5525446649409419,0.04191163427946165,1.0,0.9999999964705881,0.4474553350590581
124,0.5442979257556084,0.0472229975461107,0.9999725866890066,0.9999999964705881,0.45570207424439163
125,0.5933637685697359,0.054312762822083305,0.9951575661215173,0.9999999964705881,0.4066362314302641
126,0.652946204807318,0.06684262308312383,0.986897699886202,0.9999999964705881,0.3470537951926819
127,0.6134744627218081,0.07694204564062435,0.9785906105712193,0.9999999964705881,0.386525537278192
128,0.5152084974197805,0.08245090488313478,0.9739738785089905,0.9999999964705881,0.4847915025802195
129,0.516500106766697,0.08987293107028582,0.9743045689852391,0.9999999964705881,0.48349989323330306
130,0.5005693980602259,0.093599792581613,0.9724826365175606,0.9999999964705881,0.49943060193977407
131,0.5247502354701525,0.09862480866390566,0.9725789301310601,0.9999999964705881,0.4752497645298474
132,0.5361725926157066,0.10891371001422756,0.9685075681107445,0.9999999964705881,0.4638274073842934
133,0.6119593993730947,0.11830651958516614,0.9667997664067582,0.9999999964705881,0.38804060062690526
134,0.6071745671771275,0.1309265176974228,0.9595061109470938,0.9999999964705881,0.3928254328228725
135,0.5974626086420162,0.14221556821267045,0.9544863951931063,0.9999999964705881,0.40253739135798383
136,0.6106237674146043,0.15407181976779705,0.9491723349300013,0.9999999964705881,0.38937623258539567
137,0.6047257272991984,0.16696652766061237,0.9427405342523567,0.9999999964705881,0.3952742727008017
138,0.6201252289891921,0.18115487248792495,0.9376919732364088,0.9999999964705881,0.3798747710108079
139,0.5577585494559567,0.19399425757274147,0.932182400856362,0.9999999964705881,0.44224145054404324
140,0.5602730064778866,0.2061294685619236,0.9255675917598742,0.9999999964705881,0.4397269935221134
141,0.5472025694765346,0.22077558866602076,0.9166884784668367,0.9999999964705881,0.4527974305234655
142,0.5021187141780901,0.237753716810441,0.9102260528659224,0.9999999964705881,0.49788128582191
143,0.49240727190111977,0.25453556200112404,0.9049815623854814,0.9999999964705881,0.5075927280988802
144,0.4728796326364141,0.2665722038157956,0.9021946659805229,0.9999999964705881,0.5271203673635859
145,0.5556679264801296,0.2855654063925309,0.8986310619974834,0.9999999964705881,0.44433207351987036
146,0.5661074335380136,0.3015332658221922,0.899931393508407,0.9999999964705881,0.4338925664619864
147,0.47726177820308924,0.3142288116890135,0.8982174585430043,0.9999999964705881,0.5227382217969108
148,0.4583521215278209,0.32274653220189853,0.8947677140807563,0.9999999964705881,0.5416478784721791
149,0.4103768659926056,0.3263914757053581,0.8918816088188413,0.9999999964705881,0.5896231340073944
150,0.3913528685007639,0.32850967358460936,0.8818032803519044,0.9999999964705881,0.6086471314992361
151,0.30400194435701877,0.3211995493689911,0.8630202824086479,0.9767801823110545,0.6959980556429812
152,0.3373584465050883,0.3212204470942527,0.8336937294273572,0.9538638951339983,0.6626415534949117
153,0.3734121382640886,0.3259050918782531,0.8042135682837555,0.9541634802076123,0.6265878617359114
154,0.34225971047029236,0.33401066612552466,0.7803250217201437,0.931688801265766,0.6577402895297076
155,0.3051923181848215,0.3466249445745917,0.7522617705263877,0.9095022592334308,0.6948076818151785
156,0.2896479644870402,0.3569329229502094,0.7220335730726404,0.8875983483097877,0.7103520355129598
157,0.275076158276251,0.3688109249957765,0.6932641657749865,0.8659717020813805,0.724923841723749
158,0.3046414842569175,0.38268621798126456,0.6391604916638035,0.8446170891388652,0.6953585157430825
159,0.25614113094958435,0.39356509200125656,0.5919105104783288,0.8235294088581313,0.7438588690504156
160,0.25348708157813327,0.40998749661850264,0.5701144511446592,0.8027036873386489,0.7465129184218667
161,0.22962395872121333,0.41556516567572577,0.5447257889522841,0.7821350734922463,0.7703760412787867
162,0.2505770007373602,0.4211411870860766,0.5564990486145924,0.761818835275861,0.7494229992626398
163,0.15547861389108475,0.41683144872571065,0.5702471839954107,0.741750356062115,0.8445213861089153
164,0.17514462804689301,0.417635792597029,0.6204822438252224,0.7219251311418686,0.824855371953107
165,0.16650896226053458,0.4144032175043496,0.6367935340505602,0.7023387643531911,0.8334910377394654
166,0.21613059306830174,0.4201095638830705,0.6530397813213735,0.6829869648314442,0.7838694069316983
167,0.2524115880903225,0.4265300546384745,0.6789681905487821,0.6638655438754325,0.7475884119096775
168,0.25352562993001615,0.43272641762600417,0.6917074153350818,0.6449704119248173,0.7464743700699839
169,0.2902917511021178,0.44775340649924356,0.7076335904058427,0.6262975756442093,0.7097082488978822
170,0.2835268546950718,0.4615808816519026,0.7184853176071948,0.607843135109573,0.7164731453049282
171,0.32108026124708844,0.47600821931556714,0.7394736621334931,0.5896032810927818,0.6789197387529116
172,0.3145064457432788,0.4897473032818439,0.7503200444155745,0.5715742924403464,0.6854935542567212
173,0.31224031542895014,0.5017302519895348,0.761277100531823,0.5537525335425368,0.6877596845710499
174,0.2547259025586305,0.5067869996524581,0.7582242109205655,0.5361344518892732,0.7452740974413695
175,0.27691069772894095,0.517278867765463,0.7608850271683057,0.5187165757093425,0.723089302271059
176,0.3264161754472429,0.5216439310296367,0.752709296615185,0.5014955116896368,0.6735838245527571
177,0.36224422736598727,0.5275025980642927,0.7328272919697365,0.5042960986827882,0.6377557726340127
178,0.4605626103689904,0.5325426691032918,0.7095276051505147,0.5070653942011558,0.5394373896310096
179,0.5600202169438904,0.5410217074932224,0.676820798209536,0.5098039197693196,0.4399797830561097
180,0.5128641768702016,0.5473013093642242,0.6330336428847618,0.5125121853864536,0.4871358231297984
181,0.4143394938093129,0.5520174159015726,0.596200828048749,0.5151906898429599,0.5856605061906871
182,0.4309294768846793,0.5589601613475934,0.5856072305093702,0.5178399210267172,0.5690705231153207
183,0.42570468306247833,0.5638352725862515,0.5740218889987306,0.5204603562193468,0.5742953169375217
184,0.4454655847846253,0.5674512270825607,0.5690246648604536,0.5230524623828674,0.5545344152153747
185,0.40080041185897797,0.5687055348706183,0.5584478876396165,0.5256166964371023,0.599199588141022
186,0.4077651614327955,0.5691208335182272,0.5538435877494075,0.5281535055281905,0.5922348385672045
187,0.4124778286191615,0.57032381553818,0.5328581370659627,0.5306633272885224,0.5875221713808385
188,0.4185322616830828,0.5715163376450121,0.5125680362947767,0.5331465900884274,0.5814677383169172
189,0.4918378825715831,0.5759081356074498,0.4992423044155429,0.5356037132799126,0.5081621174284169
190,0.45287832086657975,0.5809630373112957,0.4830952694468213,0.5380351074327434,0.5471216791334202
191,0.5079913067002081,0.5865906324910772,0.48042579478257835,0.5404411745631486,0.4920086932997919
192,0.40549155810740856,0.590208069873345,0.4872266026800775,0.5428223083554152,0.5945084418925914
193,0.34268584678012703,0.5897259044944801,0.47697559469509276,0.5269860502928692,0.657314153219873
194,0.3330049679775401,0.5882481196234138,0.468083323039519,0.5113122153899389,0.6669950320224599
195,0.45731161279024035,0.5915174782110432,0.448476329749722,0.5138055203954522,0.5426883872097596
196,0.45464640233357234,0.5936111887675232,0.43228201157798385,0.5162735126597932,0.5453535976664277
197,0.4197598543094201,0.5989101121926454,0.41735938003598333,0.5187165757093425,0.5802401456905799
198,0.4015795046161963,0.6029484253071559,0.38922671010328985,0.521135085361409,0.5984204953838037
199,0.4302556434825341,0.6066446061673139,0.3427869055034963,0.523529409916955,0.5697443565174659
200,0.2966072319697277,0.6109333121623766,0.30908961280969055,0.5083406478985693,0.7033927680302723
201,0.24730348397106927,0.6187148777832951,0.2881315161300205,0.493302269662544,0.7526965160289307
202,0.2609936407572675,0.6242602263460357,0.2500282133922394,0.4784120527884499,0.7390063592427325
203,0.1190564136306913,0.6091483176153234,0.22637637092789423,0.46366781843272936,0.8809435863693087
204,0.09165303921823154,0.5919555973392072,0.16322977016888124,0.44906743026584506,0.9083469607817685
205,0.07983229260798841,0.5739326313833155,0.13483594444978,0.43460879344038683,0.9201677073920116
206,0.05305054474217008,0.5552892307328117,0.09454641116213473,0.42028985358908794,0.9469494552578299
207,0.0,0.5274018993745664,0.05184938350079316,0.4061085958517435,1.0
208,0.0,0.5051144478372273,0.0,0.3920630439300673,1.0
209,0.0,0.48286890398996796,0.0,0.37815125916955,1.0
210,0.0,0.4599119454508278,0.0,0.3643713396674265,1.0
211,0.0,0.42013584957913386,0.0,0.3507214194058888,1.0
212,0.0,0.3836423558493397,0.0,0.33719966740971763,1.0
213,0.0,0.3663857018110984,0.0,0.32380428692752977,1.0
214,0.0,0.35251810797167704,0.0,0.3105335146358736,1.0
215,0.0,0.34417910033426413,0.0,0.2973856198654363,1.0
216,0.0,0.32818601840085393,0.0,0.28435890384864376,1.0
217,0.0,0.300815483329839,0.07011583928734116,0.27145169898796867,1.0
218,0.0,0.2782202178052344,0.15692481463335223,0.2586623681442859,1.0
219,0.0,0.2564813519338972,0.22845702791227324,0.24598930394463667,1.0
220,0.0,0.24487662532997,0.3069673591611989,0.2334309281087851,1.0
221,0.0,0.2452830470245917,0.3689059401924038,0.22098569079397745,1.0
222,0.0014711088456987875,0.24537702859167831,0.40485426845901423,0.2086520699573293,0.9985288911543012
223,0.08607661625389695,0.24941366811589993,0.4222466483378156,0.19642857073529418,0.913923383746103
224,0.0668224125587965,0.25040193019275303,0.4164943417384529,0.18431372483967684,0.9331775874412035
225,0.013079610246066298,0.24818045063964478,0.41898865773815014,0.17230608996968477,0.9869203897539337
226,0.021294615890348756,0.2437821645403383,0.4360263609291167,0.1604042492395166,0.9787053841096512
227,0.05174249637044204,0.2421580993284207,0.4481572330651819,0.14860681062101627,0.948257503629558
228,0.005284962116105851,0.2399839474472023,0.45525019400888,0.1369124064009307,0.9947150378838941
229,0.06500277917201436,0.2397615874624045,0.46688473799595787,0.1253196926523243,0.9349972208279856
230,0.1940939395939617,0.24115396171869108,0.4683688062059525,0.11382734871972298,0.8059060604060383
231,0.19755243505819897,0.24219108611834927,0.45128486195830236,0.1024340767175755,0.802447564941801
232,0.17498360891852927,0.24284341651381136,0.43668501173641866,0.09113860104162647,0.8250163910814707
233,0.24472582452882952,0.24407089603527565,0.42734137880471756,0.07993966789282239,0.7552741754711705
234,0.3373749675508013,0.24191730549919455,0.4162045990827079,0.06883604481336945,0.6626250324491987
235,0.3819807599850038,0.2378326413699654,0.4003645935736388,0.07278165477801897,0.6180192400149962
236,0.4724960671636853,0.22813069253257756,0.3911585041536754,0.07669396845604648,0.5275039328363147
237,0.49136370850057076,0.21753545892360404,0.3744005840404408,0.08057340554854478,0.5086362914994292
238,0.5087130888453523,0.20619882973442538,0.3520684035338248,0.08442037873231885,0.49128691115464773
239,0.4981669390484078,0.1959449955385525,0.3290417384893005,0.08823529380622845,0.5018330609515922
240,0.43827235134965337,0.190100516863686,0.3092078036979785,0.09201854983388139,0.5617276486503466
241,0.43883523483262465,0.18408220131488373,0.288423452913125,0.09577053928279318,0.5611647651673753
242,0.400988782564092,0.1802123733516383,0.27036531746936326,0.09949164816010951,0.599011217435908
243,0.3709516332123892,0.1776540472740301,0.26432195251302787,0.10318225614498852,0.6290483667876108
244,0.47588072710092066,0.17036399707073668,0.2563744434253627,0.10684273671774576,0.5241192728990793
245,0.490550980989945,0.1622253846479501,0.24464330141090504,0.11047345728584673,0.509449019010055
246,0.5607394530047134,0.14983750559834796,0.24055559108477734,0.1140747793068376,0.43926054699528666
247,0.6368204251415258,0.13096312367977048,0.24976913646693089,0.11764705840830446,0.3631795748584742
248,0.6316988267178434,0.11320685354788473,0.26408940867691033,0.12119064450494019,0.3683011732821566
249,0.5616908151438633,0.10137983446885757,0.2846573684624777,0.12470588191280274,0.4383091848561367
250,0.5196221318340841,0.09290149607822684,0.2977917396221062,0.1281931094608417,0.48037786816591593
251,0.49009688254028005,0.08694196924737063,0.3048744236583853,0.13165266059976924,0.50990311745972
252,0.3960404523154908,0.08595691727587595,0.2999432786006049,0.1350848635083495,0.6039595476845092
253,0.39850849479478667,0.08850434906924154,0.296796123928705,0.13849004119717728,0.6014915052052133
254,0.44233435195631243,0.09537991189122552,0.30069017896776706,0.14186851161001413,0.5576656480436876
255,0.47133519128446444,0.09773785959547687,0.3054228022810232,0.14522058772275084,0.5286648087155356
256,0.5061370506363551,0.09323083760594819,0.3028440410976385,0.1485465776400575,0.49386294936364494
257,0.6308546443512769,0.0802696007999959,0.30759324601859817,0.15184678468978838,0.3691453556487231
258,0.5502756383800671,0.0735736399353446,0.3241701027478431,0.15512150751519693,0.4497243616199329
259,0.5603368690092587,0.06708292898283619,0.3405813812985503,0.1583710401650251,0.4396631309907412
260,0.5668687376142658,0.05856265524328863,0.3597065627281664,0.16159567218152163,0.4331312623857342
261,0.5966550886069377,0.04826581145870035,0.38374475377647443,0.16479568868644193,0.40334491139306233
262,0.5936997133984574,0.03854106162990201,0.4086015007852476,0.16797137046508864,0.40630028660154255
263,0.6302161056147226,0.026409475892115175,0.4280910324101998,0.17112299404844283,0.36978389438527737
264,0.568336307195964,0.021993147285750858,0.4596183356902384,0.1742508317934323,0.431663692804036
265,0.6737406620319948,0.007828602532300888,0.4791418353282958,0.17735515196139118,0.32625933796800516
266,0.6286027448086704,9.58832572625079e-05,0.49671304737131045,0.18043621879475907,0.37139725519132955
267,0.6221930197485941,0.0,0.5171194689804922,0.18349429259205696,0.37780698025140586
268,0.5460195444891092,0.0,0.5556385721774708,0.18652962978119664,0.4539804555108908
269,0.4538366118436664,0.0,0.5949518246006573,0.18954248299115722,0.5461633881563336
270,0.36317815621885297,0.0,0.6256027302552998,0.19253310112207758,0.636821843781147
271,0.3620401289027314,0.0,0.6515971042342479,0.1955017294138002,0.6379598710972686
272,0.4183147445128276,0.0,0.6969584970917522,0.1984486095129093,0.5816852554871724
273,0.3219592707954019,0.0,0.7290244420626146,0.1884929147490718,0.6780407292045981
274,0.3895311348648002,0.0,0.7381129578845704,0.19144384959169536,0.6104688651351998
275,0.3698912303982568,0.0,0.7516868679670267,0.194373400848503,0.6301087696017432
276,0.40112449014171025,0.0,0.7462261255563563,0.1972818001106766,0.5988755098582897
277,0.3880521326831987,0.0,0.7481695027329159,0.200169275637151,0.6119478673168013
278,0.2598486088085139,0.0,0.7493111623999267,0.19038583108010543,0.7401513911914861
279,0.21694787696595486,0.0,0.7350226694771654,0.18067226826989632,0.7830521230340451
280,0.1917379331911161,0.0,0.7053250391306413,0.17102784113805108,0.8082620668088839
281,0.19381032882039217,0.0,0.6735440291404136,0.16145181419863078,0.8061896711796078
282,0.1665159207724365,0.007561941460722865,0.6420799300581109,0.15194346236125528,0.8334840792275635
283,0.11029744503945005,0.01680796032736165,0.6106340571850848,0.14250207074808707,0.88970255496055
284,0.06986171223393467,0.025593853775515263,0.5677220488041255,0.13312693451466037,0.9301382877660653
285,0.12661658245253338,0.03854486765490661,0.5090686624346931,0.12381735867447437,0.8733834175474666
286,0.1669204425449884,0.0661655935917086,0.46468224699857463,0.11457265792725105,0.8330795574550116
287,0.16270272638318461,0.09561533484976381,0.41727881849418513,0.10539215649077278,0.8372972736168154
288,0.1108936086867991,0.11389146785074378,0.372988500148634,0.0962751879362075,0.8891063913132009
289,0.08087309607046234,0.1260364915330937,0.3025988282282949,0.08722109502684654,0.9191269039295377
290,0.08992074845074804,0.13603849461543738,0.22507134858907382,0.07822922956016135,0.910079251549252
291,0.21102456990006346,0.158615650366854,0.19372035863933515,0.06929895221311065,0.7889754300999365
292,0.2891987161086492,0.19351896065048468,0.1617698398289031,0.060429632390613844,0.7108012838913508
293,0.193742239166377,0.2253371638947418,0.11630446326779684,0.05162064807711329,0.806257760833623
294,0.22378635679654257,0.26009024786375423,0.10221957233322615,0.042871385691161584,0.7762136432034574
295,0.13919060868564792,0.2902424686005105,0.1126801514752097,0.034181239942953176,0.8608093913143521
296,0.11935010817217506,0.30782373272039976,0.15009679233504228,0.02554961369473289,0.8806498918278249
297,0.15672107298316906,0.3201459243171366,0.21174824109758514,0.01697591782401711,0.8432789270168309
298,0.26672106233867854,0.32947932487417375,0.2707831600879223,0.008459571089560207,0.7332789376613215
299,0.2855374480879612,0.3411175855098463,0.3202792505969606,0.0,0.7144625519120388
