t,O,R,I,demande_env,survie,energie_nette,integrite,persistance,repertoire,codification,densite_transmission,fidelite
10,0.8990731646143751,0.9005009857006918,0.8995837554992855,0.7964502244620028,0.5506330524016079,0.5481305784207258,0.5506251484238427,0.5509640716463509,0.3532739303617828,0.35398458242554715,0.3496995377705601,0.35176008140442583
11,0.8990685404928596,0.900692896418994,0.8990139981306824,0.7938823034667197,0.5497098606643889,0.5483335686425193,0.5438747953947272,0.5512657622627058,0.3518274143627215,0.35166869002820195,0.34938897874946906,0.3485752890301324
12,0.9004839245431321,0.8986399505568431,0.8988212704861116,0.7991917794966664,0.5483652427395732,0.5480878386180805,0.5492584678524383,0.554841133807176,0.3467230617059822,0.3513676633162448,0.34736605223973027,0.3526138918923717
13,0.8961734395106844,0.900464507394322,0.901699204194042,0.802152626767388,0.5511974083430563,0.5535670495933227,0.5479540472560066,0.551360602904542,0.34905077465091555,0.3564950070347032,0.3475193589378804,0.34596206095925974
14,0.8965501643349739,0.9005861449465974,0.9007140309719301,0.8045070711562882,0.5498870958927256,0.5542615127439696,0.5469951399703153,0.5492675300941281,0.3536392930999375,0.3480694453088595,0.3493205633242954,0.35037913873863924
15,0.8988754249415181,0.8985712971639472,0.8986141808094787,0.8002222843412594,0.5533099056460496,0.5482877611187517,0.5491566991213421,0.5528922615048651,0.3504251507409197,0.3527835203842437,0.3511020965204485,0.35581678699717484
16,0.8979743377593312,0.9037315490222896,0.9017991997508665,0.8048858466367139,0.5503426829459862,0.5475029332806873,0.5553930595805486,0.5535684114667739,0.35695798861994504,0.35017103937469124,0.35274075387869974,0.3469990060261833
17,0.9006284946651906,0.9009476658418236,0.9006145990417532,0.7958596956253554,0.5504509052843857,0.5514142466691593,0.5519225285838011,0.5463171765545891,0.3511799535181831,0.35080577683658976,0.34759046314795894,0.34796676508842544
18,0.8981839518489576,0.8976173930055947,0.901625724237678,0.7948898526819346,0.5489091633633585,0.5483433308671571,0.5482864630306516,0.5517922002095497,0.35057614734947007,0.3545854052792376,0.35447806570687856,0.3515417235489767
19,0.8971753925973295,0.9013131072172677,0.9012592576838473,0.7998333569033101,0.5498291631288369,0.5518987954532666,0.5517177483440685,0.5521035182269327,0.34907265060739245,0.35152350726886883,0.34918662919687227,0.35053874534581875
20,0.9029312975378432,0.8980506366595454,0.8983420099781558,0.801152196346818,0.5509234053066763,0.550608769062554,0.5541980663097581,0.54910730948992,0.3504006227143468,0.35161488823714887,0.3499358981169547,0.35105189029782063
21,0.899548447399027,0.9015741692074849,0.8988796379196061,0.7999019157557178,0.5448694948220302,0.5454527676550084,0.5527739010487384,0.554127120439935,0.34954259049085834,0.3532175220119294,0.3477583649625565,0.351467561390443
22,0.9001350564093759,0.9023171911580148,0.9014945872102466,0.7937976736998804,0.5459554437336829,0.5546425156039902,0.5501788911097606,0.5495498332389025,0.35212432603006577,0.34890514181137133,0.34272727921918117,0.3519041644056853
23,0.8971505036275731,0.8983586353632966,0.901220740530867,0.7997326398814617,0.5522297922820681,0.5553876330192866,0.5480591896668833,0.5503767293604147,0.35287010695038373,0.34748237099798296,0.35265213618908314,0.35332909952586866
24,0.8989112345509497,0.9019267522584886,0.8999581968120717,0.7960865914984855,0.5505125963143839,0.5481616339285469,0.5520946699408408,0.5494807845271484,0.3476420316184761,0.34686557241793686,0.35221053169127725,0.35122945597078553
25,0.9002218451794197,0.900825561853873,0.9002346547666176,0.8020090176464901,0.549448049990942,0.5488368953201921,0.5511804561562653,0.5500467371427444,0.3460063011393266,0.344100930231872,0.3491560173286453,0.34927622703614436
26,0.8976980128451554,0.901644120319989,0.9025553297915768,0.8010997947382906,0.5500553017991963,0.5508575961721748,0.5526855796600832,0.5467111747393144,0.34449138388069006,0.35616862138982097,0.3502009721516746,0.3520177211036082
27,0.9007513960366914,0.9037935859653079,0.8988168572223284,0.7971803606410179,0.5510427451160851,0.5510033703699612,0.551905515405046,0.5456798473522172,0.3515239739807376,0.34669037490283494,0.35154781765311227,0.3556996458046856
28,0.8987987226201624,0.8995092237679942,0.9010941947623401,0.79845839924799,0.548380720959072,0.5519756328180185,0.553148658145958,0.554783515189675,0.3466899001814784,0.34933623912924266,0.3453123624293403,0.34960209876085224
29,0.8994166125004135,0.8984925276712851,0.8995956146951323,0.7968223594343332,0.5476650858237931,0.5560306136162991,0.5483942943653184,0.547459115955045,0.34354132822114253,0.34916956010033323,0.3484128419679611,0.34707641208598805
30,0.8987965867755412,0.898220971140749,0.8995646375935455,0.7998119627081806,0.5505875357652931,0.5494691583175179,0.553952182196903,0.5470258229516312,0.3511657358135929,0.3509222200934273,0.35238279403886547,0.3533212420078609
31,0.9037045563690179,0.8983683794300692,0.9021975537039744,0.8028654269615038,0.547064881667155,0.5476051082663846,0.5505927988140772,0.5435398296591889,0.35747899855229837,0.3524472116376179,0.34623713173049225,0.3496388565081392
32,0.8999730055505242,0.8998457965811718,0.9016508326979761,0.7970428218609934,0.5512247582671435,0.5458620423159565,0.5562257826178758,0.5480831147569315,0.3499817872653803,0.35258142046507923,0.35088067379649984,0.3434819913619579
33,0.8978845781420882,0.9006823039496333,0.9016270192720013,0.8015121395465535,0.5448922491872865,0.5478072098801743,0.5479324365457313,0.5460307306197776,0.3525154723233549,0.34825076768429314,0.34593025458612975,0.35254226503145125
34,0.9016450898242064,0.90055338159866,0.9026109576143087,0.7984092271448827,0.553087466911977,0.5499006190813787,0.5552078914094958,0.5549260454804091,0.35024548807564265,0.34949863485864074,0.3513992899473006,0.3483940154421382
35,0.8975583127000579,0.9016543664980721,0.9000420076832656,0.797621381503213,0.5514177924472392,0.5553836735905534,0.550593732350388,0.5530294512680279,0.34970333104042656,0.3508477398514649,0.3498930755531075,0.3497284001530875
36,0.9004177271900096,0.9000260037837559,0.90136390594259,0.7996789089201364,0.5507680892029416,0.5484471661028916,0.5480457459891567,0.5479355489644668,0.35275722944896326,0.34925392662144933,0.3451546045522835,0.350995940991707
37,0.8960806597522405,0.9029070681543147,0.8993794664868131,0.796894273032742,0.5529480729518366,0.5506713638549168,0.5485483424978371,0.556757307416033,0.349129176367434,0.35482203672805995,0.3534942180633715,0.35057149903933715
38,0.8973436279022031,0.8994706863335241,0.9006483327049769,0.7983390520839585,0.5549964233333877,0.5499507313117817,0.5490389580754171,0.5529452964609748,0.35080217694221566,0.3514729248549147,0.34779622526960585,0.3521283554514171
39,0.9003937224717383,0.9054403383331793,0.8997397138912646,0.7964063663222335,0.5530431101950545,0.5535651798203443,0.5512724978392058,0.5490255058494742,0.350965093418588,0.35220463335814944,0.34756924268895684,0.34869354088829047
40,0.9014769331599909,0.90125133469553,0.9001939919299855,0.8058941753987492,0.5444773773060051,0.5575807972776209,0.5515685064641065,0.5425017828553793,0.34799572863907086,0.3519886438060022,0.3506017075916928,0.3515393173945282
41,0.90034273656238,0.8982856848871674,0.9011903140508738,0.8001057906559152,0.5461612690997929,0.548407393681239,0.5482788999881844,0.5568728277177722,0.35297612704860953,0.35352042157245595,0.3534459120482861,0.34922135996724823
42,0.8997687034352235,0.8978582150038777,0.8983635586335331,0.7979008234760223,0.548125544266913,0.5485316816724454,0.5499269362232171,0.5458312825997093,0.34947512072991377,0.35054306467611107,0.3469525345430648,0.3522164314426625
43,0.8993977926088215,0.9009649448304864,0.9041847745513709,0.8006419397322027,0.5500782731506325,0.5531324826312073,0.5564268110758356,0.5450638037591293,0.34773276452152146,0.34610950415613245,0.3501850395495439,0.3518461024520391
44,0.8970429560192652,0.8995530744293483,0.8979879652370006,0.7996630158509276,0.5515529770614074,0.552045674468879,0.5551826295103022,0.5530677112960289,0.3516095295307112,0.3511990638552579,0.3512864495009917,0.3471936838938662
45,0.8985603115832106,0.9014280009881842,0.8975716227744246,0.7993370912014004,0.5478227685605397,0.5555401219772081,0.5513089710090221,0.5573192572190179,0.3473045960546269,0.3480459293186245,0.3520793168217894,0.3532579463485251
46,0.8990787224580804,0.9009464752491471,0.9023162217470002,0.8018425001001304,0.5505603002934313,0.551751784555978,0.5501140104345047,0.5541528184555315,0.3500845434721074,0.34841414995475073,0.35052932466583164,0.34839210966465783
47,0.9021142444524378,0.8998543421746863,0.9015833253879258,0.802272523130142,0.54773385120294,0.5489221237276388,0.5503600939801548,0.5516917273601571,0.34997264301006736,0.35175909205626527,0.34889891648275,0.3524241733948434
48,0.900687236579137,0.8983064125638632,0.9012482396341044,0.7984084965571685,0.5481654465910242,0.551771964492077,0.5518405539181913,0.551784263024996,0.3532576866974947,0.3537148492143009,0.34751722933805385,0.351101861940204
49,0.8964739196892746,0.8969703055506283,0.9012566910185286,0.798272545278066,0.5457800167094554,0.5533261107417488,0.5469316223044048,0.552560246676341,0.35142409469863983,0.35006381473020814,0.3502584316491391,0.3555145510303853
50,0.9006481679387897,0.8991069700958659,0.8999755064543062,0.9508693245706892,0.5472303002616673,0.5524614465435921,0.54922787038773,0.5522767857693603,0.34992491912376456,0.3509264990377969,0.34678358296404316,0.34932960205288444
51,0.8992298354391673,0.901712797588647,0.8982054912570283,0.9562262023959363,0.545944946183151,0.5515218220933219,0.5449942477783672,0.5508435742719082,0.35245329889760085,0.3551066448339057,0.34123594854951617,0.3489520496116454
52,0.8986461559993881,0.9004281874882605,0.9001516091163875,0.952613374110295,0.5470723802410681,0.5532000240687676,0.5511976693678159,0.5503126033118557,0.3541706226470519,0.3507222595384657,0.351309679412473,0.3499417411823368
53,0.9012233525776817,0.8975085224425761,0.8986456765769758,0.9490219294034964,0.5531609253898235,0.5535078867713371,0.5519415878191083,0.5498122206163015,0.35167343091905556,0.35780504934254115,0.35271180452325857,0.3490904606514971
54,0.902061999044992,0.9003463618517024,0.9019502394668355,0.9536036417664918,0.5471518033335042,0.5541464769731126,0.5485504406131019,0.5477381062334,0.3500310578595301,0.3516965289368946,0.34291120269337444,0.3523998257058261
55,0.9018625602382324,0.9007706347594577,0.8997058852369958,0.9487757738809353,0.5578971461945123,0.551946129662769,0.5547219602898702,0.5491579747693998,0.3460644913029495,0.3447177117225325,0.34697080788587015,0.3451510681746902
56,0.8983215649535548,0.8982322851275978,0.898349005606415,0.9438856263944664,0.5514799537026427,0.5494986457590495,0.5463227030109931,0.5449211295574139,0.34680465901077384,0.3522600248633136,0.35185746278301555,0.34683895274256094
57,0.8993815752482975,0.9003074502118911,0.8993572283166941,0.9469757410672477,0.5505545083710847,0.5504401410593001,0.5456068753593706,0.5497049811196157,0.349084325886936,0.35114347515464833,0.35617248640913507,0.3467965912352624
58,0.9006625268628071,0.900116417436892,0.9008258629085513,0.9443876242369224,0.5474249266594564,0.5536195268995251,0.55067335545568,0.5470342266785473,0.3481714633935221,0.3538692582622482,0.3500623811230262,0.35285092277592073
59,0.9019510902542447,0.8977140594043388,0.8988725508943921,0.948945459547876,0.552100929638227,0.5475491929870383,0.5531412949078365,0.5466892320483527,0.3494390860910436,0.35201954405380986,0.34781599117631257,0.35513184011774573
60,0.8990416515243095,0.9007155747206966,0.8983555592088671,0.9500552551375686,0.5782730865212867,0.5811060199266188,0.5850517830743737,0.5805396824534605,0.6001699497746913,0.5995846320480487,0.5994513106766854,0.5996866523443876
61,0.8996286820466723,0.9011215690527364,0.9004873744229839,0.9550293119368258,0.6103660294439361,0.608819983563018,0.6086233472113933,0.6141760068590338,0.8815890782630702,0.8763271052911319,0.8841246292574445,0.87949353483043
62,0.897787330051988,0.9021661024863505,0.9004899331422175,0.9509807821212924,0.6476802536148065,0.6400862344688045,0.643236042500294,0.6427549498180071,1.0,1.0,1.0,1.0
63,0.8976075867518387,0.9021076041040699,0.8989861136492577,0.9493426984135733,0.6397118203008262,0.643835355587822,0.639884474591498,0.6352884981891306,1.0,1.0,1.0,1.0
64,0.9016250516447885,0.8972446612640859,0.8990579233887633,0.9524882167435504,0.6434478199788571,0.6405732972040599,0.6394821181001776,0.6370311155902891,1.0,1.0,1.0,1.0
65,0.9027124800571417,0.8981243499201698,0.9004640998747153,0.9433665940729763,0.6378904707246225,0.6401393096444685,0.6426509798124601,0.6428223135639648,1.0,1.0,1.0,1.0
66,0.8998559797568394,0.9010300705344173,0.8971038313170053,0.9507068436743257,0.6398950345285093,0.6359204315770604,0.6419569686352404,0.6370525378193852,1.0,1.0,1.0,1.0
67,0.902007065795784,0.9010275719018245,0.8971850724512469,0.9523125955816608,0.6453124019069066,0.6422387606980818,0.6352708235290474,0.639326100550009,1.0,1.0,1.0,1.0
68,0.9007232720500953,0.9010300953726121,0.8985631115574951,0.9455642412626605,0.6381190988266369,0.6419364525434234,0.6444296210491778,0.6416501562970738,1.0,1.0,1.0,1.0
69,0.8987097604907898,0.9077054629813095,0.8995731056965763,0.9534312621296207,0.6454373456739909,0.6464897641699165,0.6441402740624425,0.6370949666354092,1.0,1.0,1.0,1.0
70,0.9007227912110168,0.9011417810213863,0.900621815131196,0.9510154892224832,0.6421232558063665,0.6390766652951411,0.6381233118954716,0.6403161265184381,1.0,1.0,1.0,1.0
71,0.9030760731329319,0.9022711312803612,0.9029507124338991,0.9487541362582975,0.6383125996723173,0.640657450982992,0.6411874106003124,0.6359979235152455,1.0,1.0,1.0,1.0
72,0.8999283479217801,0.9019080035269864,0.901715319246404,0.9518983455983188,0.6418972232171667,0.6407481510511324,0.6414820905588483,0.6381958970681465,1.0,1.0,1.0,1.0
73,0.903129287311628,0.9013027825026116,0.8996801229400732,0.9568120785734131,0.6429176633488803,0.6447323598392906,0.6407820212974719,0.6409593458024277,1.0,1.0,1.0,1.0
74,0.8947605097918205,0.8993694615107193,0.8999619675841947,0.9505455987651754,0.6418654298866517,0.6397141134028392,0.6383490845384638,0.6352210187994051,1.0,1.0,1.0,1.0
75,0.9016438050087505,0.9015179384409866,0.8979949412707244,0.9507446617589009,0.6352893258403287,0.6408370645773112,0.6379851298961859,0.6413214242138813,1.0,1.0,1.0,1.0
76,0.9001740941364763,0.8984543495709248,0.8999629737280153,0.9486219173013792,0.6378185884725255,0.6418236895291497,0.6399233377870258,0.6399410866032201,1.0,1.0,1.0,1.0
77,0.8994019852990683,0.89952636278652,0.8994226827221597,0.9474504668916056,0.6392574440933456,0.6405598273694691,0.6435181870577782,0.6416574698632516,1.0,1.0,1.0,1.0
78,0.900183521553071,0.8990292729043419,0.9006454371206762,0.9524910074496327,0.6397766997127,0.6386606991563485,0.6416308004637834,0.6406717424021942,1.0,1.0,1.0,1.0
79,0.8960248621707982,0.9001637482787727,0.8983455381128954,0.9474317485222734,0.6418620162926522,0.640582269978695,0.6388881570037418,0.6440924212899216,1.0,1.0,1.0,1.0
80,0.899560656224325,0.904629317133347,0.9010386930284824,0.9502146987116581,0.6405331030027999,0.6432208952495795,0.6423150961319452,0.6403756735079439,1.0,1.0,1.0,1.0
81,0.9007142251430235,0.8962654696148166,0.9030654778260052,0.9485670276597046,0.6359939669238698,0.6369204541017669,0.6314543721381098,0.6387117833766244,1.0,1.0,1.0,1.0
82,0.9029557880894831,0.901372520380749,0.8997824797030863,0.9514369394772392,0.641140593553018,0.6403989090224408,0.6434462971011164,0.640366892509097,1.0,1.0,1.0,1.0
83,0.8989634595634527,0.8967745682576207,0.900803423444198,0.9510009863158608,0.6418317572358516,0.6378996375551826,0.6347808586636658,0.6416298940871092,1.0,1.0,1.0,1.0
84,0.8983830127942136,0.8990561362684212,0.9013802879834223,0.9531126198327736,0.6416793713437933,0.6435851398867747,0.6389126771757907,0.6401465802109773,1.0,1.0,1.0,1.0
85,0.898996485912831,0.9021779011939347,0.8991975590562283,0.9484699508034358,0.643242342176664,0.6354304392856488,0.6366409903161216,0.6401217750736118,1.0,1.0,1.0,1.0
86,0.9018308042354042,0.900128560038191,0.9004481849636209,0.9491903751941199,0.6425017664636469,0.6383232344581854,0.6361159555728374,0.6378940249365799,1.0,1.0,1.0,1.0
87,0.9006575022193194,0.8978445104441414,0.9000251848015636,0.947063708852653,0.6413775402376855,0.6411316356251937,0.6434824803621357,0.6380112972473473,1.0,1.0,1.0,1.0
88,0.8989404795924659,0.89856939258148,0.9001953521970977,0.9486671202197716,0.6397895028656242,0.6446965720877031,0.6385968963960644,0.635792184184601,1.0,1.0,1.0,1.0
89,0.9010265348662267,0.9013591954978694,0.8984539804322891,0.9511319014791345,0.6350171171994522,0.6398027492167812,0.6410395116451922,0.645248730229561,1.0,1.0,1.0,1.0
90,0.9001941550986962,0.8985392667365657,0.9000490203485179,1.0555468682848361,0.6412888546573979,0.6383344014199205,0.6398592382633626,0.6362684102938263,1.0,1.0,1.0,1.0
91,0.9019372899810658,0.900432917179164,0.900995996582491,1.0533796950886434,0.6406230630614894,0.6456434712083219,0.6414311224816694,0.6379212844066124,1.0,1.0,1.0,1.0
92,0.8985958938122454,0.9000911436798077,0.9029022872155901,1.0491933339283355,0.6408147365115863,0.6356559582987514,0.6402304656731809,0.6378447782032926,1.0,1.0,1.0,1.0
93,0.8993446757068044,0.8986967993047884,0.9019185416521704,1.0466804222737751,0.6361697542725392,0.6334035821301399,0.6361510233274345,0.6426847731308335,1.0,1.0,1.0,1.0
94,0.8992157836937357,0.9042878881786507,0.9043063649150231,1.0577200794097497,0.6367568303787753,0.6413200433501601,0.6429888004583415,0.6391151509651241,1.0,1.0,1.0,1.0
95,0.8970729701037358,0.9012678380446361,0.8984653048742239,1.0501776553020434,0.6431594585599988,0.6384938373269423,0.6385187302505162,0.6437432262180214,1.0,1.0,1.0,1.0
96,0.9005922405541291,0.8959497148266848,0.9017446412734413,1.0500417878757389,0.6398813345384302,0.636936301548608,0.6353302543040209,0.6379795281272685,1.0,1.0,1.0,1.0
97,0.9005221105443598,0.9003729086295389,0.9003666840114767,1.04992762473867,0.642044502092118,0.6421250693418982,0.6387156545171024,0.6408369824866715,1.0,1.0,1.0,1.0
98,0.9000102269132849,0.8986764270704632,0.9043796058664354,1.0505942542823037,0.6400849551283915,0.6407314021413137,0.6445022793719031,0.6374939588402209,1.0,1.0,1.0,1.0
99,0.8995308257332497,0.9017048666695925,0.8983834034292897,1.0495669187642283,0.6400892684184873,0.6383077641077899,0.6425506652263406,0.6464354473833203,1.0,1.0,1.0,1.0
100,0.8971692585158992,0.8984149585231346,0.8983205563156385,1.0482790139793594,0.6428148514179282,0.6361590868039875,0.6389540435967765,0.6364372047429115,1.0,1.0,1.0,1.0
101,0.8991587093544693,0.8997705271170662,0.898801214709112,1.048359423176279,0.638451865815348,0.6426173719848406,0.6389522268870448,0.6409294621306812,1.0,1.0,1.0,1.0
102,0.8993145709669464,0.901009974557961,0.8957522085513804,1.049901740189352,0.6402883623308231,0.6419506035338761,0.639035094846348,0.6419013306427964,1.0,1.0,1.0,1.0
103,0.8983954454615568,0.9017315103883403,0.8989484899566385,1.0483697256865987,0.638613174133885,0.639702472408662,0.6462302439506826,0.6412413972923546,1.0,1.0,1.0,1.0
104,0.899677428576668,0.8975994071858885,0.8984817346768926,1.0478614626519684,0.6386965113177032,0.6455399109881431,0.6411458063566948,0.639444137023367,1.0,1.0,1.0,1.0
105,0.9008081017136291,0.8993309975283181,0.9003007875729524,1.0503192906830758,0.6390724836295942,0.6367897457010216,0.6412901249415733,0.6396105379007998,1.0,1.0,1.0,1.0
106,0.9037723718024211,0.8990501093776782,0.9006835119515544,1.0492350683477374,0.6406664013149013,0.6354234244872259,0.6430908503620957,0.6401314344159375,1.0,1.0,1.0,1.0
107,0.9003491556256638,0.8986933415348526,0.9037523416784318,1.0545119789657482,0.6385637541350097,0.6379242757903564,0.6407163674770797,0.6395589939951146,1.0,1.0,1.0,1.0
108,0.9005151007814456,0.9035309084805622,0.9019008476763721,1.042047090574821,0.6437672683767207,0.6398632419509336,0.639222873562538,0.6428916373503849,1.0,1.0,1.0,1.0
109,0.8998511081684677,0.900809963421922,0.8988461926886752,1.0532745205557674,0.6373161780933416,0.6407300183479682,0.6394109504527452,0.6466315690047741,1.0,1.0,1.0,1.0
110,0.8961624575694019,0.8974782320913299,0.8982031706573033,1.053738255577493,0.6394393850675161,0.6392762918264311,0.6397851962217579,0.6383275246449767,1.0,1.0,1.0,1.0
111,0.8999469722491016,0.9018357238941096,0.900983838343013,1.0437798293027756,0.6386808068251776,0.641056166189543,0.6398883332904706,0.6358905910612629,1.0,1.0,1.0,1.0
112,0.900120460419882,0.9042443123940253,0.8973595335859588,1.048971937217759,0.6443409336530613,0.6362453817274288,0.6421828886309111,0.6397351538549464,1.0,1.0,1.0,1.0
113,0.9049264842249706,0.9020649305211024,0.9036629175317087,1.0488856774020128,0.6405896643295349,0.6443312938122199,0.640155837657422,0.6477391280129631,1.0,1.0,1.0,1.0
114,0.8996152780704377,0.896961260068092,0.9023588802414426,1.0457774649158467,0.643095533618406,0.6397535464648224,0.6421979202316469,0.6375889762960909,1.0,1.0,1.0,1.0
115,0.9006030946846673,0.8990315318542675,0.8990616486957906,1.0476665499372275,0.6355433188808892,0.6433518874947645,0.6397578502596744,0.6449173504163324,1.0,1.0,1.0,1.0
116,0.8999305764605895,0.9025338222983733,0.8965737309418182,1.0466682724636025,0.6408011507976079,0.6410281760391332,0.6402359055709484,0.6450331024422294,1.0,1.0,1.0,1.0
117,0.8976626439247609,0.8985846610687624,0.9027077447483308,1.055256811330271,0.6426688923868704,0.6413702596574615,0.6340053979464038,0.6383392352748761,1.0,1.0,1.0,1.0
118,0.90228564562903,0.9008876388562925,0.8997709203094948,1.0528070351794425,0.6402468519678264,0.6417093018406967,0.6427489830241075,0.641706949237556,1.0,1.0,1.0,1.0
119,0.9015038660653736,0.9015492681068586,0.9024756326239469,1.0538146652849825,0.6431964411251961,0.641343125680052,0.6410394654276941,0.6448851898693857,1.0,1.0,1.0,1.0
120,0.9015820638940861,0.8981461390568438,0.8968111446824113,1.0521650161921297,0.638448134649699,0.6419281682796028,0.6429940303295791,0.6388626167770377,1.0,1.0,1.0,1.0
121,0.8981812250904105,0.8998809492878764,0.8988012499540925,1.0466128446863483,0.6442280423205569,0.6439874575903974,0.6313112338654191,0.639389258919693,1.0,1.0,1.0,1.0
122,0.9028055886218722,0.8935174653198619,0.9000104873994363,1.0484264392011606,0.6468966943708578,0.6405895635091046,0.6462651241143423,0.6382549572581542,1.0,1.0,1.0,1.0
123,0.8971962978744155,0.8979512247173315,0.9000939611875295,1.0514681236836838,0.6389114843186812,0.6421270112727656,0.6395812311155346,0.6369557298079215,1.0,1.0,1.0,1.0
124,0.9011737141876006,0.8994948636972137,0.8990998690570415,1.0463336165733241,0.6386634924357978,0.6397307929171384,0.6433245484502127,0.6380521673648021,1.0,1.0,1.0,1.0
125,0.90438091125162,0.8975044336360704,0.901245699864695,1.0521389952905171,0.6443601534313532,0.6443203516463485,0.6368802822186236,0.6363281791997134,1.0,1.0,1.0,1.0
126,0.8980189273497386,0.9032648226078633,0.8978647591412349,1.0492790238055256,0.6447387164371923,0.6379708230938224,0.6418383217151878,0.6401022504047778,1.0,1.0,1.0,1.0
127,0.8988674045407945,0.8971397172440787,0.8997152410299575,1.0488755375773513,0.6384314199185404,0.6454028212987326,0.6368397533104792,0.6376900803068242,1.0,1.0,1.0,1.0
128,0.9001993027301753,0.899119911026606,0.9002405912634238,1.0521328799046106,0.6387394395487126,0.6398795261480671,0.6381286931179128,0.6407013577353724,1.0,1.0,1.0,1.0
129,0.8989930486917677,0.9002614811545722,0.9010288776681176,1.0513327899344582,0.6391546461734186,0.635707674693646,0.6457420940616004,0.6353323130613893,1.0,1.0,1.0,1.0
130,0.8968986731378678,0.9028825465781323,0.9014232297561778,1.048917101502543,0.6359666484668973,0.6403843132447324,0.63942795279771,0.6409926406966435,1.0,1.0,1.0,1.0
131,0.900137125949612,0.8971282756976412,0.8977507158163243,1.0534779894100927,0.6372440441605476,0.6379568450275754,0.6406522986195393,0.6425005868848269,1.0,1.0,1.0,1.0
132,0.8978753925725478,0.90232632750431,0.8969317716585288,1.0467568100172004,0.6369875776997439,0.6425219306469663,0.6426102031920664,0.6340187930722858,1.0,1.0,1.0,1.0
133,0.9009471848612703,0.9000204661220392,0.902555353643797,1.0518478068208328,0.6376966073046877,0.6380421280620929,0.6414870456639179,0.6411221697095428,1.0,1.0,1.0,1.0
134,0.8981611515315324,0.8980369826979041,0.9006646280239592,1.0517793037739052,0.6398959453378398,0.6386614497003558,0.6404512567154309,0.64368300697742,1.0,1.0,1.0,1.0
135,0.9030998688100351,0.9009242069485266,0.8985030269268869,1.049071360682058,0.6407026441976097,0.6343313778071635,0.6410948830073988,0.6363710769439265,1.0,1.0,1.0,1.0
136,0.8984334934153275,0.900398119391147,0.9031023039510451,1.0509783990667263,0.6446515014784423,0.6386430810422529,0.6472102467557149,0.6450177171605133,1.0,1.0,1.0,1.0
137,0.8993558769675887,0.8987995662456825,0.9002313492685857,1.0462466592708441,0.6370049378777838,0.6327283620201133,0.6398271436088994,0.6412570570280982,1.0,1.0,1.0,1.0
138,0.9016270344347393,0.9001396041699801,0.9023585943681277,1.0527720810576207,0.6429529671954298,0.635248291529543,0.6406032971401451,0.6378849644327249,1.0,1.0,1.0,1.0
139,0.8975382713671322,0.8992293728062765,0.9001350369628203,1.049445293590671,0.6393580334673236,0.642281243968433,0.6431519631880229,0.639832692767027,1.0,1.0,1.0,1.0
