t,O,R,I,demand,S
94,0.63012,0.562245,0.523863,0.144451,0.205944
95,0.639273,0.551067,0.531325,0.155622,0.202618
96,0.61148,0.572216,0.521377,0.161053,0.194898
97,0.636365,0.594002,0.510941,0.168335,0.215299
98,0.606163,0.586434,0.521176,0.156884,0.217319
99,0.601277,0.558134,0.500865,0.136218,0.189032
100,0.627561,0.559659,0.491472,0.151457,0.202263
101,0.618951,0.565152,0.524935,0.151738,0.218817
102,0.635232,0.577324,0.515558,0.151943,0.205879
103,0.666764,0.570085,0.521172,0.162372,0.201658
104,0.620938,0.576606,0.491242,0.160363,0.19844
105,0.624376,0.578066,0.511391,0.158541,0.195941
106,0.637137,0.569358,0.50803,0.165343,0.198406
107,0.641773,0.573462,0.504226,0.15414,0.19587
108,0.632053,0.577388,0.483524,0.157025,0.205587
109,0.631931,0.573255,0.512487,0.153293,0.197014
110,0.645878,0.582292,0.53113,0.168609,0.196691
111,0.643461,0.603027,0.523546,0.191324,0.190984
112,0.620479,0.584068,0.508978,0.16254,0.199628
113,0.635118,0.576251,0.517929,0.157363,0.193294
114,0.637156,0.550347,0.529665,0.157235,0.198644
115,0.621131,0.581683,0.477068,0.148957,0.207814
116,0.641167,0.546888,0.516766,0.1631,0.202744
117,0.624721,0.555178,0.526943,0.151678,0.203785
118,0.652493,0.589358,0.529188,0.159915,0.202671
119,0.641124,0.587357,0.544627,0.172229,0.200444
120,0.639894,0.574739,0.536303,0.167767,0.199045
121,0.63001,0.551563,0.524126,0.155631,0.197691
122,0.637418,0.571868,0.524128,0.172271,0.205693
123,0.609552,0.567482,0.531563,0.158667,0.191868
124,0.622868,0.58744,0.51183,0.165283,0.210055
125,0.645603,0.611978,0.519478,0.166198,0.200256
126,0.608553,0.581591,0.533835,0.167108,0.194385
127,0.653502,0.566873,0.549763,0.188834,0.196331
128,0.614933,0.561229,0.518173,0.157803,0.194923
129,0.652797,0.578171,0.519997,0.168724,0.201202
130,0.629085,0.576585,0.523861,0.162668,0.194616
131,0.653773,0.562189,0.541192,0.182479,0.208566
132,0.644374,0.581432,0.52075,0.158885,0.194138
133,0.619678,0.562648,0.543406,0.160211,0.182956
134,0.661789,0.596818,0.507026,0.173672,0.194518
135,0.664999,0.596301,0.518896,0.180479,0.184936
136,0.642708,0.596858,0.518875,0.165907,0.199701
137,0.639907,0.5737,0.533806,0.168878,0.207944
138,0.641939,0.588754,0.537848,0.170701,0.204858
139,0.630031,0.57928,0.499688,0.155917,0.189968
140,0.661459,0.575654,0.508763,0.163673,0.194283
141,0.637158,0.576624,0.527703,0.156235,0.21334
142,0.644855,0.56244,0.512931,0.157972,0.202389
143,0.634044,0.560503,0.500135,0.157658,0.200031
144,0.636874,0.5943,0.53871,0.166061,0.20792
145,0.62742,0.579742,0.530703,0.162275,0.218396
146,0.665764,0.586082,0.530851,0.18105,0.209724
147,0.644918,0.598086,0.516483,0.161309,0.201046
148,0.662039,0.557288,0.539209,0.170468,0.20266
149,0.648071,0.571748,0.520336,0.155931,0.204628
150,0.637777,0.586365,0.540543,0.180335,0.195405
151,0.643614,0.589841,0.510582,0.182104,0.19206
152,0.640432,0.578529,0.511606,0.176288,0.200393
153,0.649276,0.599847,0.527648,0.173032,0.192896
154,0.643849,0.58779,0.514204,0.170961,0.199539
155,0.6453,0.566659,0.535031,0.167203,0.200721
156,0.629442,0.571123,0.528962,0.162398,0.217558
157,0.638339,0.597391,0.511376,0.177364,0.193617
158,0.675574,0.592492,0.526475,0.169229,0.199087
159,0.641016,0.557273,0.520273,0.165889,0.198768
160,0.635594,0.6062,0.53944,0.176301,0.20328
161,0.656787,0.595179,0.516375,0.18214,0.20785
162,0.673157,0.606584,0.519436,0.181689,0.196321
163,0.630559,0.580903,0.544353,0.165819,0.19384
164,0.649563,0.582448,0.559924,0.184901,0.187695
165,0.643531,0.570212,0.556491,0.183231,0.193053
166,0.626918,0.625387,0.527615,0.181617,0.204023
167,0.664679,0.584926,0.53011,0.185742,0.200342
168,0.653624,0.611596,0.54999,0.191245,0.192384
169,0.655369,0.578299,0.525282,0.16287,0.197204
170,0.643334,0.590691,0.512664,0.18338,0.200236
171,0.661762,0.563388,0.529223,0.18537,0.203778
172,0.647172,0.58294,0.534403,0.186273,0.19555
173,0.653439,0.603664,0.515354,0.188478,0.198122
174,0.63928,0.570356,0.503258,0.180296,0.186362
175,0.637983,0.605441,0.506562,0.180818,0.191365
176,0.676579,0.594641,0.538255,0.19808,0.212133
177,0.649261,0.574148,0.517058,0.183109,0.183589
178,0.661564,0.582508,0.526474,0.20344,0.197466
179,0.657003,0.583371,0.531943,0.186344,0.201644
180,0.651214,0.589739,0.538203,0.209457,0.197192
181,0.650533,0.582665,0.524053,0.190255,0.193939
182,0.667925,0.578522,0.536718,0.195615,0.199542
183,0.654267,0.586588,0.516047,0.206759,0.199963
184,0.656845,0.575978,0.524133,0.198168,0.199384
185,0.659771,0.572264,0.514353,0.187043,0.185917
186,0.677407,0.591109,0.546856,0.21654,0.198894
187,0.670288,0.605299,0.529634,0.224118,0.193587
188,0.666141,0.569341,0.519111,0.212149,0.195892
189,0.652269,0.592559,0.525076,0.206542,0.201702
190,0.640315,0.582982,0.527196,0.208946,0.204805
191,0.675608,0.578299,0.541191,0.225084,0.206726
192,0.676183,0.605982,0.506909,0.213097,0.196277
193,0.659897,0.585633,0.515446,0.21474,0.20693
194,0.670458,0.616105,0.525493,0.228405,0.208803
195,0.674372,0.582158,0.56931,0.231477,0.208525
196,0.67544,0.599878,0.545821,0.231188,0.210423
197,0.677114,0.590896,0.529975,0.229017,0.198907
198,0.65678,0.58322,0.542487,0.226508,0.198694
199,0.68666,0.60357,0.562829,0.245067,0.206188
200,0.645558,0.592655,0.528622,0.22113,0.189751
201,0.677504,0.604253,0.526793,0.245455,0.201571
202,0.672309,0.59472,0.550629,0.243913,0.196021
203,0.678325,0.579367,0.540023,0.243584,0.197234
204,0.693727,0.594348,0.542841,0.257193,0.186939
205,0.68813,0.596884,0.525308,0.247124,0.193321
206,0.649007,0.610706,0.561955,0.267044,0.199846
207,0.641176,0.58296,0.558897,0.233448,0.206663
208,0.679081,0.596189,0.541903,0.255997,0.207425
209,0.651923,0.571176,0.543839,0.234571,0.199398
210,0.667284,0.607001,0.503326,0.253413,0.19858
211,0.680387,0.581232,0.543461,0.26302,0.19377
212,0.643455,0.570583,0.531145,0.220065,0.203018
213,0.636784,0.597015,0.540725,0.237811,0.198143
214,0.672645,0.614714,0.544614,0.268117,0.204544
215,0.669742,0.575487,0.529419,0.252472,0.213138
216,0.665711,0.582258,0.509342,0.247821,0.199757
217,0.670297,0.587654,0.540378,0.256258,0.18877
218,0.657132,0.582086,0.523899,0.250991,0.193544
219,0.647659,0.604944,0.530228,0.260099,0.189064
220,0.668183,0.587367,0.526274,0.25498,0.191022
221,0.656428,0.58888,0.530378,0.263353,0.20979
222,0.646673,0.608677,0.50102,0.23344,0.2017
223,0.679232,0.58882,0.554078,0.277252,0.188599
224,0.671047,0.606869,0.539784,0.264609,0.204902
225,0.678387,0.586032,0.552816,0.280896,0.209453
226,0.657771,0.582645,0.566003,0.270942,0.197301
227,0.663061,0.57352,0.536805,0.256504,0.19493
228,0.658267,0.629195,0.50959,0.273241,0.19747
229,0.660275,0.596698,0.523379,0.260852,0.202135
230,0.676827,0.605386,0.518844,0.26765,0.2048
231,0.662472,0.601486,0.52958,0.262785,0.208867
232,0.679879,0.604576,0.538464,0.284481,0.209094
233,0.679956,0.603147,0.507397,0.278534,0.208891
234,0.705558,0.63125,0.542727,0.312447,0.210214
235,0.65461,0.587268,0.515096,0.267943,0.20496
236,0.689142,0.579714,0.542372,0.294106,0.188518
237,0.674802,0.588122,0.53643,0.28454,0.199018
238,0.676255,0.583505,0.533528,0.283078,0.202354
239,0.655039,0.614955,0.537298,0.294478,0.197127
240,0.670206,0.616282,0.530458,0.301757,0.206834
241,0.688578,0.589781,0.529528,0.289194,0.197298
242,0.676514,0.583569,0.513634,0.280879,0.193057
243,0.679288,0.599329,0.538592,0.296897,0.210832
244,0.674033,0.625742,0.56688,0.316954,0.204995
245,0.696033,0.562807,0.569065,0.297213,0.201644
246,0.678714,0.613225,0.559345,0.321454,0.20695
247,0.646351,0.589414,0.550266,0.292427,0.207969
248,0.669298,0.621381,0.529692,0.309338,0.202558
249,0.650468,0.589831,0.561641,0.296969,0.181568
