t,O,R,I,S,demand
40,1.0,0.5388096857823099,,0.0,0.1422169942703117
41,1.0,0.5893657241945477,,0.0,0.14236546275486534
42,0.8490637242287673,0.6320825346474297,,0.0,0.14257930450496586
43,0.5724163859660976,0.6687917552731885,,0.0,0.14297834054981706
44,0.41617037600225604,0.7022872371011863,,0.0,0.14363024389809637
45,1.0,0.7404295870022695,,0.0,0.14381436731835098
46,0.0,0.7560781309482374,,0.0,0.14455174182918426
47,1.0,0.7606634387072632,,0.0,0.1449184529418125
48,1.0,0.7815738026520649,,0.0,0.14506694659887995
49,0.08224157851623737,0.7869621590354907,,0.0,0.14561293823772153
50,0.6182851679011069,0.7721982975395643,,0.0,0.14632425756173675
51,1.0,0.7539946779832578,,0.0,0.14673967944699748
52,0.64026325135347,0.7251987890303269,,0.0,0.14731090990694368
53,1.0,0.6993244213089036,,0.0,0.14770986121478538
54,0.8726451502661496,0.6736729504027876,,0.0,0.14816397224064579
55,0.30800281167965715,0.6214903602437796,,0.0,0.148917799923212
56,1.0,0.5580658430571047,,0.0,0.14953456072827112
57,1.0,0.5056183260800011,,0.0,0.1497769831351164
58,0.0,0.4449590761345563,,0.0,0.1507344694585086
59,1.0,0.3989374936841995,,0.0,0.15101005280065646
60,0.2283917418500001,0.34995562631957666,,0.0,0.15161983381198943
61,1.0,0.3067363788993377,,0.0,0.15216751059993153
62,1.0,0.2749626928860144,,0.0,0.15261157194750763
63,0.8807444884012358,0.2381528550712455,,0.0,0.15310728504141075
64,1.0,0.20596021586974367,,0.0,0.153538007554618
65,0.586365755725244,0.18108114622874139,,0.0,0.15414788263504015
66,1.0,0.1737141940171918,,0.0,0.1544814945996381
67,1.0,0.17966447110078,,0.0,0.15473309812832017
68,0.318926690213336,0.1768249867182755,,0.0,0.15527968698183617
69,0.4785885750914538,0.17543706377419277,,0.0,0.15605210867351887
70,1.0,0.16735961080067852,,0.0,0.1564903402946129
71,0.2403216070008246,0.15402401105613228,,0.0,0.15725760254179083
72,1.0,0.15906458110374055,,0.0,0.15770542069431598
73,0.32048191312323415,0.154508622510516,,0.0,0.15844755057614768
74,1.0,0.13812298469170314,,0.0,0.15908412509261244
75,1.0,0.1257158404919354,,0.0,0.1596424988110828
76,0.8279831095909762,0.10799972400993751,,0.0,0.16027537619540685
77,1.0,0.1055897520034631,,0.0,0.16059196315828989
78,0.6133324109805929,0.10889834775092233,,0.0,0.1610760229360823
79,1.0,0.11656698586210301,,0.0,0.16126263377319594
80,1.0,0.13342892147182217,,0.0,0.1614123910287946
81,0.0,0.1563422923632629,,0.0,0.1620445939402783
82,1.0,0.16285126349068535,,0.0,0.16248663871529567
83,0.5226643322975266,0.1724518720501408,,0.0,0.16313542631075353
84,1.0,0.17807366658941948,,0.0,0.16362858426685786
85,1.0,0.18805666551239986,,0.0,0.16396086090796344
86,0.0,0.18077955414040692,,0.0,0.16494858776195664
87,1.0,0.16601331216386928,,0.0,0.16566595296109157
88,1.0,0.15614099026495176,,0.0,0.1661686071097025
89,1.0,0.14478837264133082,,0.0,0.1666452012910495
90,0.32641368200742826,0.13130546831496803,,0.0,0.16741353804395454
91,1.0,0.1356161486430134,,0.0,0.16782987316026765
92,0.23732951980861827,0.13153402544062098,,0.0,0.1685765348304299
93,1.0,0.11620488933286066,,0.0,0.16916845840445904
94,1.0,0.11830017352892452,,0.0,0.16940806619235665
95,0.14714354930351303,0.10764144635499373,,0.0,0.17001706172975242
96,0.8442885006896731,0.09469026741923003,,0.0,0.17069349876947168
97,1.0,0.07206028283730348,,0.0,0.17126862380222352
98,0.8263404546325697,0.040826554660513326,,0.0,0.17191896396477802
99,0.8291568131371474,0.0013431611019979472,,0.0,0.1726432994406831
100,1.0,0.0,,0.0,0.17303506771236526
101,0.0,0.0,,0.0,0.17391771643844356
102,1.0,0.0,,0.0,0.1744274094495103
103,0.721306391795201,0.0,,0.0,0.1750578097667717
104,1.0,0.0,,0.0,0.17525784312816484
105,0.0,0.0,,0.0,0.17592119169111758
106,1.0,0.0,,0.0,0.1765336813225523
107,1.0,0.0,,0.0,0.17691375033676654
108,0.4761993359012304,0.0,,0.0,0.17752068701240153
109,1.0,0.0,,0.0,0.17809664849443194
110,0.793792920079659,0.0,,0.0,0.1787619220396122
111,1.0,0.0,,0.0,0.17937691539002856
112,1.0,0.0,,0.0,0.17976583176297986
113,0.7470949442325499,0.0,,0.0,0.18026428594772861
114,1.0,0.0,,0.0,0.18045036090247696
115,0.28906318191012936,0.0016403487444430764,,0.0,0.18094435561447772
116,1.0,0.02572777203360832,,0.0,0.18134318932756627
117,0.3449206493813535,0.04187219725396574,,0.0,0.18202574990567433
118,0.8853469351766472,0.0638583084897375,,0.0,0.18275796882611367
119,1.0,0.08160019424938147,,0.0,0.18336574566232083
120,1.0,0.10925238078779986,,0.0,0.18352909777612142
121,0.019849046162973893,0.1333786346428295,,0.0,0.18411697122022405
122,1.0,0.16158255409644784,,0.0,0.18441531290675092
123,0.36205343867907813,0.17885794044829695,,0.0,0.18498996093345263
124,1.0,0.2014354158720677,,0.0,0.1855154978423331
125,1.0,0.21626048743923632,,0.0,0.18581885320434038
126,1.0,0.2392888809610081,,0.0,0.1860821182152971
127,0.10818966235084304,0.2500672641563637,,0.0,0.18673164261766065
128,0.4698600470253931,0.25816197625581405,,0.0,0.18761078034356587
129,1.0,0.26046696999483043,,0.0,0.18810338645593866
130,0.8433014021536871,0.25597347997163633,,0.0,0.18866386160109028
131,1.0,0.26110566897606435,,0.0,0.18906912462364878
132,0.8833728960926801,0.2638248254415282,,0.0,0.18952490098102187
133,1.0,0.27476984923665415,,0.0,0.18973110967515247
134,0.27412541472365115,0.2765959258084142,,0.0,0.19025170794710025
135,0.9536820667062574,0.27030712912549304,,0.0,0.19079236736430505
136,1.0,0.26853897402681415,,0.0,0.19124492296642473
137,0.826692420394807,0.26400945169495005,,0.0,0.1917725412555289
138,1.0,0.2733660452182838,,0.0,0.19221819956815794
139,0.29925261487164856,0.2722720979495461,,0.0,0.1929673644079967
140,1.0,0.27585285984512686,,0.0,0.1934649974366398
141,0.8578436507826972,0.2693829518357871,,0.0,0.19402420098382842
142,0.7102385102330842,0.2454774932682725,,0.0,0.1947089055394327
143,1.0,0.2153586649449385,,0.0,0.19525691744521612
144,0.9096224130606281,0.19538181243453434,,0.0,0.1958440735392358
145,1.0,0.18553156085864808,,0.0,0.19603407098510003
146,0.34781427959456046,0.18492065363774013,,0.0,0.19650654201173937
147,0.10580915574614513,0.16706308155972005,,0.0,0.1973663034707968
148,1.0,0.145970666466679,,0.0,0.19795491741006055
149,0.7366141131829427,0.1264104976580791,,0.0,0.19865760860101359
150,1.0,0.11946110812658994,,0.0,0.19917423358135813
151,0.38777085194670247,0.0981067171540243,,0.0,0.19995602621915773
152,1.0,0.07332989728373052,,0.0,0.2002674482300571
153,1.0,0.059226110091671225,,0.0,0.20056768095159022
154,0.3978399106041558,0.04196261101799592,,0.0,0.20112872023685152
155,0.9484647558386793,0.026865074185685178,,0.0,0.2017120803802655
156,1.0,0.01578957715522622,,0.0,0.202210999296545
157,1.0,0.019365434207359034,,0.0,0.2027054395572096
158,1.0,0.03209308905119468,,0.0,0.20302744648056228
159,0.3002802644767073,0.04102911158267353,,0.0,0.20365251483725857
160,1.0,0.05702967152870464,,0.0,0.20409849941859842
161,0.8110661966291122,0.07379569378383044,,0.0,0.2046263146906416
162,1.0,0.10165083764604654,,0.0,0.20497905448903161
163,0.0,0.1096168459459469,,0.0,0.205782659401085
164,1.0,0.12614480606850875,,0.0,0.20613901817423397
165,0.7473479435034054,0.14381592976536062,,0.0,0.20660480518056232
166,1.0,0.16532208669631643,,0.0,0.206843216870315
167,0.8817543291385287,0.19312576867173703,,0.0,0.2071328429258754
168,0.6856719967605248,0.21972863287463895,,0.0,0.20755861019679042
169,1.0,0.26772626263724075,,0.0,0.2078449597231968
170,0.6105312744260716,0.31925663738015786,,0.0,0.20829999528805923
171,1.0,0.36200780251398024,,0.0,0.2085818925747696
172,0.6051751182662695,0.4005276988544013,,0.0,0.20903479574927084
173,1.0,0.42953207607083577,,0.0,0.20947024314825496
174,0.5052662128031542,0.4483256251817622,,0.0,0.21011996881189207
175,1.0,0.45723235209463575,,0.0,0.21045888804438073
176,1.0,0.47958608974430517,,0.0,0.2106908072448117
177,0.8787286894841787,0.5140353564573663,,0.0,0.2109752512710015
178,1.0,0.5573706167406007,,0.0,0.21101584911763233
179,1.0,0.6066203615013791,,0.0,0.21105131976704916
180,0.0,0.6447117311872738,,0.0,0.2116565740276745
181,0.540119952057835,0.6633958501859312,,0.0,0.2124610107601094
182,1.0,0.6883692740668619,,0.0,0.21281683846159508
183,0.8056247043415967,0.7020442197909655,,0.0,0.21325685366375882
184,1.0,0.7160406288611816,,0.0,0.21359895433767884
185,0.422815158566724,0.7159486343537008,,0.0,0.21419104433799419
186,1.0,0.7182923115661031,,0.0,0.21458154633126503
187,0.9813711986973517,0.7029608360752428,,0.0,0.2149801167995804
188,1.0,0.688511247277831,,0.0,0.21537277197255195
189,1.0,0.6810460224055268,,0.0,0.2155030563309217
190,0.0,0.671307968889935,,0.0,0.21606947340621616
191,1.0,0.6728912348447355,,0.0,0.2162691569592797
192,0.0,0.6551394709827278,,0.0,0.2170814219009273
193,1.0,0.6311405653240241,,0.0,0.2177385417196439
194,1.0,0.6041239897273871,,0.0,0.2181882567919875
195,1.0,0.6026294757390493,,0.0,0.21811592798413426
196,0.0,0.5978849272145399,,0.0,0.21853695599358827
197,0.7121346917519588,0.585612199930114,,0.0,0.21908266374051216
198,1.0,0.5604586135770371,,0.0,0.21956267272887037
199,1.0,0.5415295447348627,,0.0,0.21985966728348427
200,0.0,0.5137968757213243,,0.0,0.22063167435293504
201,1.0,0.4863418915269565,,0.0,0.22117325566354923
202,1.0,0.4771801635578031,,0.0,0.2215425647209762
203,0.022920336541825126,0.47099122477741506,,0.0,0.22233506487658913
204,1.0,0.45835228745837264,,0.0,0.22281491235080303
205,1.0,0.43261956501412624,,0.0,0.2232516226531071
206,0.9075191595232719,0.4099384174144819,,0.0,0.22372838810127718
207,0.6606346946296445,0.38107281541206717,,0.0,0.22435213887893163
208,1.0,0.357533025007434,,0.0,0.22481418817280374
209,1.0,0.33023271471230586,,0.0,0.22525889063775315
210,0.9885889319430994,0.30655788795452543,,0.0,0.2257085354452802
211,0.32220906386855863,0.27433834055785133,,0.0,0.22645174392149192
212,1.0,0.24845104530756312,,0.0,0.2268691741458304
213,1.0,0.24946010089915882,,0.0,0.22703043834741488
214,0.7619873332312295,0.2550349517602808,,0.0,0.2272947901943563
215,0.8861147219835925,0.277710322890261,,0.0,0.2276084678411004
216,0.3542189681942314,0.2816208864464904,,0.0,0.22820184508068045
217,0.9624472752906524,0.27213149066298714,,0.0,0.22881148709313825
218,1.0,0.26774621432289125,,0.0,0.22915095795914442
219,0.8633741761601754,0.2876733242390773,,0.0,0.2295496039718594
220,1.0,0.3151687551309109,,0.0,0.22989480433249027
221,1.0,0.35182516433293287,,0.0,0.2300357360272908
222,0.8640671010165168,0.39713216884677116,,0.0,0.2302355427503534
223,1.0,0.46041669882609404,,0.0,0.2303971148589105
224,0.34846807275824054,0.5095324963269725,,0.0,0.23084087737844886
225,0.7847173264499858,0.5504858840896047,,0.0,0.2313778827669643
226,1.0,0.5973721755212402,,0.0,0.2317454379407735
227,1.0,0.63198030983648,,0.0,0.23205174252650157
228,0.5179736674267896,0.6595786319844701,,0.0,0.23256682154553862
229,1.0,0.6931563428479486,,0.0,0.23279201410730832
230,1.0,0.7370164441140816,,0.0,0.23282755860633395
231,0.21154602366098008,0.7703161445206133,,0.0,0.23320459696363421
232,0.8379271662561931,0.7969661611974761,,0.0,0.23365183203371365
233,1.0,0.8270164653668325,,0.0,0.2338469431548544
234,1.0,0.861648481114895,,0.0,0.23397896775689284
235,0.6994765076268242,0.8815462163535173,,0.0,0.23424115458778982
236,1.0,0.9042973377125487,,0.0,0.23437760227400975
237,0.5510377044342631,0.9337591836715989,,0.0,0.23470850375351823
238,0.9920555781765363,0.9660779653540755,,0.0,0.23504284610762646
239,0.8261786941448894,0.9964191066562017,,0.0,0.2354524736529673
240,0.6912692964930806,1.0,,0.0,0.23599581812062992
241,1.0,0.9997026578214114,,0.0,0.23637379887206822
242,0.7600612615940383,0.9856665270500105,,0.0,0.23685570148576696
243,1.0,0.9625288391237329,,0.0,0.23731563929423224
244,1.0,0.9486684624385895,,0.0,0.2374072722942267
245,0.43399891774511745,0.9410942994637158,,0.0,0.23774405072967741
246,1.0,0.944229041913348,,0.0,0.23792891859518944
247,1.0,0.9604529819589455,,0.0,0.2380970424911098
248,0.49095044472005245,0.9686100020297718,,0.0,0.23848564507304387
249,0.5935567204198744,0.9572685689277808,,0.0,0.23905028568367573
250,1.0,0.9369818006708699,,0.0,0.2395381329203289
251,1.0,0.9122898047910494,,0.0,0.23999112090040334
252,0.595790644383462,0.8679998820308571,,0.0,0.24061917935579089
253,1.0,0.8279353314241681,,0.0,0.24098363765271
254,1.0,0.8044676835459713,,0.0,0.2412347543650875
255,0.9083743089412678,0.7827852170603153,,0.0,0.24152555584245539
256,1.0,0.7605109143063181,,0.0,0.24179986251647825
257,1.0,0.7557476177225417,,0.0,0.24182856939011463
258,0.0,0.7493423804877897,,0.0,0.24241575243806404
259,1.0,0.7470595876801984,,0.0,0.2427553623438133
260,0.9794085080499091,0.7542588153138462,,0.0,0.2431038908018747
261,1.0,0.7659643483333096,,0.0,0.24338838609811647
262,0.795702760597853,0.7785522791660133,,0.0,0.24376136627059952
263,1.0,0.792947230662429,,0.0,0.244026141924686
264,0.3828261310538257,0.7924601719810549,,0.0,0.24455822688541246
265,1.0,0.8018740909991053,,0.0,0.24463398207394513
266,0.05489872309883115,0.8001452471299224,,0.0,0.24511907793573795
267,1.0,0.7923581937578468,,0.0,0.24549799457054056
268,0.5628849527136672,0.7859034006644071,,0.0,0.24606623373841074
269,0.9009258069302808,0.7701267107194874,,0.0,0.24667738375391712
270,1.0,0.7525093234568875,,0.0,0.2472836870752086
271,1.0,0.7461964953351647,,0.0,0.24764546729943626
272,1.0,0.7485391595146892,,0.0,0.24785017706949192
273,0.041769212955733326,0.7332727732192313,,0.0,0.24846991414412745
274,1.0,0.7233254661626398,,0.0,0.2486424644746815
275,0.45316082252477274,0.7091306054887547,,0.0,0.24905186086876716
276,1.0,0.6894256217065224,,0.0,0.24932199852288192
277,0.722981729636528,0.6688221746957332,,0.0,0.24971211786368722
278,0.2775860616145287,0.6391188077880234,,0.0,0.25041512791275694
279,1.0,0.6098747118579866,,0.0,0.25088510252841667
280,1.0,0.5843317538268302,,0.0,0.2513061979322014
281,1.0,0.575949638450335,,0.0,0.2516522894162309
282,0.8169263993656961,0.559699685445932,,0.0,0.2520776734298246
283,0.819710602173847,0.5420853964460686,,0.0,0.2525811440837515
284,1.0,0.5250695804584076,,0.0,0.25304093250803944
285,1.0,0.5220910294800484,,0.0,0.25323530642085074
286,0.8981490451565004,0.527164416841603,,0.0,0.2534737938476809
287,0.7216236430783578,0.5398872241071055,,0.0,0.25383285117336424
288,0.7023186479658452,0.5444319316750719,,0.0,0.2543208397448694
289,1.0,0.562714579540107,,0.0,0.25474878779506804
290,1.0,0.5821592826732721,,0.0,0.2550696306271988
291,1.0,0.6183201468837803,,0.0,0.2550845692964107
292,0.7316345194250353,0.6568890235022233,,0.0,0.2552157419705734
293,0.0,0.6778453643467055,,0.0,0.25581914154010427
294,1.0,0.6935289486325216,,0.0,0.25608001808532715
295,0.2806756697402839,0.7018819739072837,,0.0,0.2566524471729468
296,1.0,0.7171200910256053,,0.0,0.2570478066013243
297,1.0,0.7274782052844377,,0.0,0.2572866435271483
298,1.0,0.7587300282122365,,0.0,0.25732696482368395
299,0.4281834216564965,0.7911001029352598,,0.0,0.2576149503535469
