t,O,R,I,demand,S
69.000000,0.422327,0.680058,0.523775,0.421767,0.345469
70.000000,0.399238,0.644141,0.524039,0.431311,0.388492
71.000000,0.347208,0.678947,0.473288,0.452092,0.391172
72.000000,0.352677,0.609232,0.418813,0.421185,0.342465
73.000000,0.400981,0.633981,0.496929,0.482087,0.373727
74.000000,0.316727,0.610049,0.411696,0.407231,0.366485
75.000000,0.405412,0.593972,0.368286,0.422325,0.428601
76.000000,0.405446,0.564190,0.372834,0.457087,0.355459
77.000000,0.451175,0.610017,0.411347,0.466494,0.360486
78.000000,0.498957,0.531709,0.364337,0.462922,0.402671
79.000000,0.476619,0.497857,0.406717,0.426893,0.351283
80.000000,0.474075,0.537608,0.308521,0.447215,0.385217
81.000000,0.500084,0.552175,0.431591,0.428374,0.360900
82.000000,0.574159,0.434267,0.411659,0.428379,0.384096
83.000000,0.576544,0.482365,0.491468,0.446061,0.373550
84.000000,0.539734,0.497972,0.490666,0.471016,0.361576
85.000000,0.607123,0.457555,0.490834,0.442708,0.333564
86.000000,0.654352,0.479732,0.564603,0.487991,0.376431
87.000000,0.632205,0.450794,0.621269,0.408876,0.401573
88.000000,0.583825,0.347140,0.485042,0.416365,0.420071
89.000000,0.613419,0.444505,0.538749,0.456719,0.355941
90.000000,0.702706,0.420179,0.570383,0.447455,0.390741
91.000000,0.705141,0.473915,0.563937,0.434293,0.373816
92.000000,0.671660,0.496245,0.613842,0.463392,0.376145
93.000000,0.628202,0.502141,0.680929,0.444529,0.382476
94.000000,0.579519,0.538140,0.592243,0.453874,0.336952
95.000000,0.647793,0.474470,0.575544,0.468672,0.354966
96.000000,0.584990,0.548484,0.552924,0.474859,0.440963
97.000000,0.489234,0.505464,0.607365,0.422440,0.385341
98.000000,0.551535,0.608576,0.544996,0.450904,0.374698
99.000000,0.575160,0.577574,0.544049,0.439267,0.402190
