t,Year,Hare,Lynx,O,R,I,demand,S
1892,1892,52340.0,20380.0,10.532255057421233,-0.739641063228742,0.3350452643746964,11.271896120649975,11.271896120649975
1893,1893,53780.0,33330.0,10.798430487527186,-0.4918848005656251,0.3350452643746964,11.290315288092811,11.290315288092811
1894,1894,70400.0,46000.0,10.97339118408722,-0.32217524051337065,0.2248624219046027,11.29556642460059,11.29556642460059
1895,1895,85810.0,51410.0,11.138180250966778,-0.11118902196358427,0.20695729412707742,11.249369272930362,11.249369272930362
1896,1896,56690.0,46430.0,11.155745325311846,0.49703755599187893,0.1564249879594044,11.652782881303725,11.652782881303725
1897,1897,16590.0,33680.0,10.673962962662728,0.33147944472886515,0.3119770189636357,11.005442407391593,11.005442407391593
1898,1898,6160.0,18010.0,9.795993595538691,0.6259511977898313,0.3491675997850452,10.421944793328523,10.421944793328523
1899,1899,2300.0,8860.0,8.727903043231096,0.7093230572897546,0.3491675997850452,9.437226100520851,9.437226100520851
1900,1900,12820.0,7130.0,8.641977733867547,0.21720814801899913,0.22870373679593126,8.859185881886546,8.859185881886546
1901,1901,4720.0,9470.0,8.553238247044783,-0.9097342189876283,0.25474818084223383,9.462972466032411,9.462972466032411
1902,1902,4730.0,14860.0,8.793502508910045,-0.6427481841109568,0.24179259672188813,9.436250693021002,9.436250693021002
1903,1903,37220.0,31470.0,9.148765397762803,-0.7503261550899101,0.24179259672188813,9.899091552852713,9.899091552852713
1904,1904,69720.0,60570.0,10.046259038453286,-0.6547497438135714,0.33194369286825065,10.701008782266857,10.701008782266857
1905,1905,57780.0,63510.0,10.880433506875276,-0.04739688856288993,0.41852262575093846,10.927830395438166,10.927830395438166
1906,1906,28680.0,54700.0,10.793554095041344,0.8996572835362358,0.41852262575093846,11.69321137857758,11.69321137857758
1907,1907,23370.0,6300.0,10.429218886341774,2.1611736398365604,0.3841659359577507,12.590392526178334,12.590392526178334
1908,1908,21540.0,3410.0,10.100318251005435,0.6137028475234096,0.30229973528241594,10.714021098528844,10.714021098528844
1909,1909,26340.0,5440.0,10.071948843685291,-0.46695736406728017,0.2845824486008004,10.538906207752571,10.538906207752571
1910,1910,53100.0,11650.0,10.345515451327088,-1.7551036193625542,0.22200118783776102,12.100619070689643,12.100619070689643
1911,1911,68480.0,20350.0,10.731048197535303,-0.5577380374926069,0.31453984433056714,11.28878623502791,11.28878623502791
1912,1912,75580.0,32880.0,11.0824076202622,-0.47976493262038744,0.370087424761385,11.562172552882588,11.562172552882588
1913,1913,57920.0,39550.0,11.111369037815372,-0.18469599499328204,0.23620607902107338,11.296065032808654,11.296065032808654
1914,1914,40970.0,43360.0,10.9401384260933,0.4657685962406095,0.30123362148906807,11.40590702233391,11.40590702233391
1915,1915,24950.0,40830.0,10.570708083662419,0.5398837553896509,0.28899351244091687,11.11059183905207,11.11059183905207
1916,1916,12590.0,30360.0,10.062008836961676,0.2962827067654157,0.2670827660441182,10.358291543727091,10.358291543727091
1917,1917,4970.0,17180.0,9.35892767954439,0.5693547679815687,0.3214984750363392,9.928282447525959,9.928282447525959
1918,1918,4500.0,6820.0,8.788056243796435,0.9237980334072464,0.39113292717127024,9.711854277203681,9.711854277203681
1919,1919,11210.0,3190.0,8.749360632513733,0.679935648087076,0.39113292717127024,9.42929628060081,9.42929628060081
1920,1920,56600.0,3520.0,9.560162507775416,-0.6677654608583765,0.43002933471382043,10.227927968633793,10.227927968633793
1921,1921,69630.0,9940.0,10.47313259983084,-1.5850590819069144,0.43002933471382043,12.058191681737755,12.058191681737755
1922,1922,77740.0,20300.0,11.11862838301773,-0.7140025266881889,0.4348222297219628,11.83263090970592,11.83263090970592
1923,1923,80530.0,31990.0,11.236166899872828,-0.45478446732333033,0.4348222297219628,11.690951367196158,11.690951367196158
1924,1924,73380.0,42360.0,11.253651958555722,-0.2807735143896135,0.5291800649244456,11.534425472945335,11.534425472945335
1925,1925,36930.0,49080.0,11.005541464563018,0.5667586597860605,0.5291800649244456,11.572300124349079,11.572300124349079
1926,1926,4640.0,53990.0,10.054304016828407,0.35943909584942446,0.6081836094674227,10.413743112677832,10.413743112677832
1927,1927,2540.0,52250.0,8.933268236099165,0.31353185097903236,0.6081836094674227,9.246800087078197,9.246800087078197
1928,1928,1800.0,37700.0,7.926365155912431,0.3263724101166403,0.7387541055241904,8.252737566029072,8.252737566029072
1929,1929,2390.0,19140.0,7.705292431984815,0.6778539880371444,0.7983666154607505,8.383146420021959,8.383146420021959
1930,1930,4230.0,6980.0,7.875252654451448,1.0086404582757087,0.5095218354491227,8.883893112727158,8.883893112727158
1931,1931,19520.0,8310.0,8.669635568780494,-0.290929273912651,0.5095218354491227,8.960564842693145,8.960564842693145
1932,1932,82110.0,16010.000000000002,9.848422336098798,-1.333550035486173,0.5605988351006221,11.18197237158497,11.18197237158497
1933,1933,89760.0,24820.0,10.86665973969692,-0.4384140830335568,0.8728101810318285,11.305073822730476,11.305073822730476
1934,1934,81660.0,29700.0,11.343688313874623,-0.17949064622202648,0.8728101810318285,11.523178960096649,11.523178960096649
1935,1935,15760.0,35400.0,10.793510495128727,-0.17555935305281345,0.8728101810318285,10.96906984818154,10.96906984818154
